"mu_xi_girls[1]" "mu_xi_girls[2]" "mu_xi_girls[3]" "mu_xi_girls[4]" "mu_xi_girls[5]" "mu_xi_girls[6]" "mu_xi_girls[7]" "mu_xi_girls[8]" "mu_xi_girls[9]" "mu_xi_girls[10]" "mu_xi_girls[11]" "mu_xi_girls[12]" "mu_xi_girls[13]" "mu_xi_girls[14]" "mu_xi_girls[15]" "mu_xi_girls[16]" "mu_xi_girls[17]" "mu_xi_girls[18]" "mu_xi_girls[19]"
"1" 0.386168511964405 -0.144270575682193 0.604456773307501 0.720146515884732 1.57155990495656 -0.0749938312183216 0.573337285146949 -0.603755144044504 -0.00678381332407141 -1.21298648150424 -1.43148622634471 0.820022996279305 -2.07802131794396 1.22680683554086 1.7910694258316 -0.920450889911219 1.41505411768201 -0.488430138865647 -0.071140481238517
"2" -0.686361608077764 2.70398635905031 2.48226078093504 10.5833677703583 10.3158353343898 7.35591961751185 10.6109504322507 7.09035914412202 -0.454363242301408 1.72353708162524 -4.10477325122494 16.9026215555275 -4.05386906327448 6.29214805087418 1.64910937692808 -5.11819134702128 6.39755525238169 -2.57754586519344 0.46654570307844
"3" 2.67663326179164 2.7131733862246 1.23589401363154 7.96522806890372 10.8464887378306 8.54073834207301 11.6083570436786 7.75755518412568 -0.763461431581199 -0.172213308376457 -4.97102106536166 18.6628972078984 -3.15446984197332 6.20460925030919 1.55932304995215 -5.40407237260411 4.9048190142464 -1.39173815886782 0.250919760009964
"4" 6.897868741075 -0.48126846657798 1.64800613464782 8.91815612065975 11.5685017802966 7.74569720584748 12.7759700362556 6.72753344014518 -1.61399658006067 1.14466336602756 -4.1240936438589 16.0553681593568 -0.546439531897617 3.79365807303608 2.44288057146923 -5.04005320795455 4.45285984173045 -1.03648260390989 0.105379398674361
"5" 10.1459752084014 -1.9917282019087 -0.169510189532482 10.9331909548193 10.9137975212418 9.36018350937551 11.7996392033911 5.76784437526202 0.14463365410337 0.452835373921966 -5.42346642571713 16.7772682276974 1.13454534205259 3.8556390420832 1.64205339172892 -5.7587857153698 4.72360136904432 -0.649708880322445 0.242571573292903
"6" 11.1147773917981 -2.86839469219177 -0.241692001316774 12.4554258923201 9.91035462709539 9.15675203304129 11.6563484675243 4.99952678781372 1.62817408445224 0.171827422641199 -6.33753637217337 16.1151277778613 1.1338421453144 3.85990731954488 1.50586708116001 -5.83321312116283 4.9807886134633 -0.433530633418353 0.110906948214894
"7" 12.4637407378461 -4.9766542755972 1.41066842452691 11.1462438893523 12.4610121519097 6.33818601821594 11.1937758666163 6.65253055402438 2.44255584532006 -0.630662565751587 -5.84893665451981 14.8118052375457 2.41607489164767 4.16217502126532 0.989729145840508 -6.32086390146842 6.19140693222669 -1.18538426793637 0.0397184640907107
"8" 15.2285277531389 -7.46125946106375 2.04783426379434 12.8908704564541 10.8800284688091 6.29144930167125 11.4733851278526 7.01287059808318 3.15356161497606 -1.58674354919461 -6.3945018506657 15.469877911225 0.988238866248207 7.49389675332392 -0.17856594781626 -5.90732352679942 5.14348597506187 -1.05209308935146 0.5149079143636
"9" 14.6627801578283 -6.79603022260037 0.219385437238432 15.5669053134496 11.2181205448816 4.6356614074719 10.0422536118065 7.05032542843626 3.80130896076745 0.995253692826701 -8.33479944036353 15.2100615120904 -0.647269982852185 9.02586490409989 -0.718045905363902 -6.89459154428548 7.35234623368824 -1.99112425293459 0.500573824166765
"10" 17.7315243102297 -7.58099871710925 -2.02146304724435 16.4409876709427 13.4634120262738 1.38555729509145 10.9652043966998 7.36778927077882 4.79596697928296 1.44310350684829 -10.1972825545736 15.7445167546917 -0.413463853543409 9.95480271302293 -1.41622260560912 -4.90957151162191 5.0876251603824 -1.15179531702652 0.411097199663105
"11" 19.4746341888929 -8.82052079961655 -2.33380557289038 17.4581110136704 14.5447827876919 -2.52252132715864 12.4466140574647 8.52176032836278 8.33084640932667 -0.0865631039246955 -12.8982207840351 13.6334562843203 3.0365322143461 13.2683537195557 -4.00390808943925 -7.08691849523205 5.39925598771117 -1.22380422955673 0.0864373861809156
"12" 21.1570805904159 -9.64958816053568 -3.73124624212481 20.3022212294471 12.2577152386029 -2.35399514154769 11.752381220928 9.91013738871078 4.62989095018994 1.51039243249368 -13.311311515903 16.8091725480956 1.21374249572718 9.49505147700396 -1.65673993040605 -5.03298657580969 4.8491900379463 -0.642586270179607 0.220812852333833
"13" 22.3658595810634 -10.9006418363607 -3.38867781360346 20.6497450593044 13.6365157748835 -1.7486687983639 11.6014809548116 9.24177332465333 4.29197352465976 2.90164273265248 -12.5651171237306 16.2520292595449 1.79685587178555 9.63791444063418 -3.7200801657077 -6.0776689449903 7.06866657256743 -1.63060885242693 0.322121651827999
"14" 24.8977055136474 -13.1874586271766 -3.3022524099261 20.612136994021 15.9438866981299 -2.37321518679343 10.8480680049038 7.7114123914716 7.36620871611489 2.53956897712652 -14.8097395503718 15.1154486688292 2.14448094688906 12.7362533501841 -5.48680374330783 -5.86017768527976 6.26458928347394 -1.05283578448591 0.0711871784493491
"15" 26.884968836298 -15.6809130381409 -2.62016948289879 22.5543265512608 16.0154614563348 -3.43280065561067 9.24857495563301 11.1145604737006 4.05009445343285 3.73459901305321 -14.4757996522888 16.4486661214783 2.09791753224707 13.1133643986464 -6.83840015722424 -6.46546422320598 7.83385057468872 -1.93699980004187 0.0203270994764632
"16" 27.6621005173766 -16.0951859317262 -2.22375804834732 21.5584188522589 18.8072891136903 -6.35242536815692 7.90859268774958 9.92373096085555 9.55982503295722 2.65359706537204 -16.7366064612939 14.609922631819 2.28494004325478 16.5810874878195 -8.89367337277023 -5.98547424036701 7.76455065183523 -2.01983218299076 0.133813713072683
"17" 29.0073045622143 -16.2541045906342 -4.01393492847201 23.8764468746144 16.3993878223635 -6.06105359280503 10.3756974712863 9.5220335957709 8.59467741525438 1.74985937357518 -16.7846906036591 16.6335490748801 1.95762181422132 14.5839433365795 -6.97287469871912 -5.97068013972155 8.6272489305057 -2.71604841670344 0.184610788216365
