"mu_xi_girls[1]" "mu_xi_girls[2]" "mu_xi_girls[3]" "mu_xi_girls[4]" "mu_xi_girls[5]" "mu_xi_girls[6]" "mu_xi_girls[7]" "mu_xi_girls[8]" "mu_xi_girls[9]" "mu_xi_girls[10]" "mu_xi_girls[11]" "mu_xi_girls[12]" "mu_xi_girls[13]" "mu_xi_girls[14]" "mu_xi_girls[15]" "mu_xi_girls[16]" "mu_xi_girls[17]" "mu_xi_girls[18]" "mu_xi_girls[19]" "mu_xi_girls[20]"
"1" 0.93937453258896 -0.409547670778969 0.100753619756629 1.87186642325247 1.10740714133245 3.23576164683088 1.22012959599217 -1.15912444800092 0.722202482754128 -2.53976123480265 -0.751033350094391 2.1795195106815 -2.21239928703104 -0.957471385158108 1.04189047213318 1.97320078530752 -0.0323983986315919 0.724097465087776 -0.542741402644065 -1.68712873463249
"2" 4.33529950620061 0.847053469117328 2.29618503229021 10.6249453141368 3.24183644787504 16.1736851673572 9.82546798079929 2.41428162177294 8.5848574739219 0.186017081022346 -4.53535561066938 8.23650050459208 4.46626802755844 6.23896099208142 -1.51043166211922 3.97945779531141 -3.48828706117202 2.93524960135892 -1.08731693391769 0.348929804857816
"3" 5.25714364146976 1.15162458706324 -0.494889889100354 11.6190655951687 3.88263538981656 15.3659536904765 10.0070404631459 2.92715389127687 11.6016452169798 -2.02849106148113 -6.50245308768611 7.63975922324014 4.83546459196505 7.58653254178689 0.162444587844188 4.04790507214364 -5.87219697072008 3.51729595330402 -0.594874149745503 0.293099746408125
"4" 7.23635355940783 0.0862283663514839 -2.54077454142844 15.9653225757453 3.14144698771672 15.7104576235107 5.89413500576044 4.1933017603606 13.9358518131527 -2.23601247843825 -8.00793765619291 8.23755855537115 4.90229595926168 7.03454815994914 2.12447236761051 -0.330837268081349 -2.25270298780337 2.53586685404087 -0.881794968028746 0.292925137317867
"5" 10.6196822121308 -1.25471425624999 -4.0288854104543 16.125378206247 5.04110679250732 15.4596978057732 3.54855927276047 6.5060332844401 12.6156869514736 -1.23855450130461 -9.73377635978145 8.70651933482269 5.43107647254318 8.90874646836904 0.807491217781041 -1.58757466720009 -1.31374231138392 2.80969767774718 -0.381614145496336 0.257331037097849
"6" 11.8467020593957 -2.36185802770167 -4.43621902402441 18.660702728284 5.52024445084878 14.4790251188849 2.79604921631575 4.21363005007013 16.4098705676889 0.258778189171659 -11.9671403333859 8.42603375846662 3.84424766971053 11.6472875882268 2.74861231802016 -5.10317105680704 -2.46674521721791 4.27570454314773 -0.67819558402069 0.0161436140264349
"7" 13.3879013445657 -1.32861263648106 -8.38920681980183 19.069736134545 9.17868085889989 14.5748167953893 -3.01890298012866 9.17615358772186 13.8953538830824 1.50540745245958 -9.86571939997974 6.22438861941596 4.52606744612529 9.95178944996368 2.86535052858482 -2.97983810440822 -0.757089386315352 1.36878804301081 0.0122774506264909 -0.00206462278874123
"8" 14.5819931799538 -1.43205886696531 -9.34675678869019 19.6447825434388 9.69822761641756 14.3280325467179 -4.22963384078459 11.2242624644196 11.3476076728237 4.46799322794064 -12.0149129543252 4.92741306168285 6.71844853901968 9.48939051872318 2.7939593984735 -4.91602281235409 0.586129266207788 2.33580285608841 -0.286505928236303 0.11209025792745
"9" 17.3553493522509 -2.86833175430574 -10.2036991914292 21.4933987139885 8.88499413788223 13.9988159552421 -2.92250451562383 9.4930058212563 11.7172883036496 5.21666729849026 -11.8855462231586 4.1979127688006 6.61638855716185 10.1089854700885 3.07905504193224 -4.41774469590749 -0.246181000538169 2.57269492810891 -0.885234933745571 0.50848143253252
"10" 21.2432888633748 -4.77408751986302 -12.3652253973281 26.1452533604733 8.60746943202906 10.8367389056048 -5.64590657284036 12.6783488160162 14.5069762982748 4.83439907921793 -16.6929847821065 7.08845951077736 4.69113301978183 12.5575481942987 1.65036615025562 -2.88123355378692 -2.48024173380224 3.1644628510163 -0.439472851346973 0.0874352072505349
"11" 22.1129224935249 -5.85690349532 -11.4402328191802 26.8547803259235 5.98420145084687 10.6566232660209 -2.64446837657629 12.1361824555883 13.655212698807 4.22922784294309 -17.5764355979657 8.82806872004705 5.76822502519968 12.2454001827775 0.0289159708891024 -2.35209190221773 -1.98243685215126 3.51807457527708 -0.845539087523457 0.0861009194670624
