"mu_xi_boys[1]" "mu_xi_boys[2]" "mu_xi_boys[3]" "mu_xi_boys[4]" "mu_xi_boys[5]" "mu_xi_boys[6]" "mu_xi_boys[7]" "mu_xi_boys[8]" "mu_xi_boys[9]" "mu_xi_boys[10]" "mu_xi_boys[11]" "mu_xi_boys[12]" "mu_xi_boys[13]" "mu_xi_boys[14]" "mu_xi_boys[15]" "mu_xi_boys[16]" "mu_xi_boys[17]" "mu_xi_boys[18]" "mu_xi_boys[19]" "mu_xi_boys[20]"
"1" 0.5712706362589 0.773798717232107 1.07294469141693 -0.577184721233352 0.987742999483406 0.851619024703254 1.66757645871212 -0.484994903430066 -1.81931712675586 -0.178747083634168 0.356287376626056 1.35160192791131 -4.5930844575041 0.480537862943445 1.86757432888878 3.04014700100851 0.639748450278603 2.44140505249562 -0.257870381341557 -1.37637701950106
"2" 0.811927014914742 0.0245087204047928 4.96491921070604 10.4170630260372 2.60368855958447 12.3811020368903 12.5344659160787 2.64771399948135 6.63797522937364 4.40624778897341 -4.06387064567446 6.9422047387798 -3.52505263651809 5.36889353037388 4.40961238507383 9.4925408249422 -1.68077656426811 4.08711702851518 -1.25302821844702 0.542422136044606
"3" 5.17039850875595 -1.82360952460847 1.19890278181101 15.2073337842535 4.65344802081489 8.70794237047729 13.4796825851872 0.686600202964194 8.35734805133397 5.65327387256986 -3.54671765114041 6.97793157430425 -8.61996834975029 6.36235522298006 8.74844052467291 10.4576025390293 -4.40127329405396 3.52972376047441 -0.302668455155016 0.509133456359762
"4" 6.13915721767444 -2.3796003798562 -0.458304397541472 18.140767620417 4.26788528402917 8.42622568872186 12.7002437680715 -2.61555886077864 12.7738785115588 5.97697492984294 -2.75024521440444 6.21249217269152 -11.7884228648906 7.15518846275468 12.4345506387669 7.29271691421618 -4.40159520695384 2.59350172502318 0.410833324548737 0.46634549904113
"5" 7.97559052233822 -2.31147059878329 -4.08057669268174 21.5608649335915 4.88817918764603 8.455663986235 12.4318240840003 -3.72075716167183 12.3622279337255 8.83160382649183 -2.67737321833854 4.62777384340019 -13.7517471672394 9.26564286203038 14.5677293489174 4.19853606928444 -5.9007978613823 7.28409012348114 -1.36710541865657 0.604415373301915
"6" 14.5656690071805 -4.00064613921593 -7.45897181343675 24.9709953777131 2.74803009967248 8.87514729612881 11.2637659374939 -6.92166380247761 16.20110881105 10.1576155372948 -4.64072525657654 3.30167126298353 -14.5843976789614 13.163739506396 12.5746747961517 4.78113463042533 -7.04941347357833 7.83370250190086 -1.87539226868695 0.238383450834274
"7" 17.8073341338844 -4.87295486839225 -13.041155427268 30.3176238040538 5.69929656319052 5.43512830367829 10.2949913850627 -4.10970519487334 13.5891180731805 11.8050488070498 -3.66425743331029 2.15107006945864 -15.9714096304058 13.9753270204788 13.9458340583789 5.20144692561322 -9.05947143227134 9.50437338496269 -1.88336229869429 0.517246136327159
"8" 19.7436163575661 -5.68646090008009 -14.050776921376 31.4913636419378 7.21814378056773 4.68474935223438 8.29588647858508 -2.07785418602227 13.5524156968751 10.2122977159696 -4.02927460114111 2.98324582102344 -13.9433979819051 12.2718575352945 12.8363341085152 5.67499607648798 -7.95071165241169 8.08885793665376 -1.52472599810611 0.222383323630628
"9" 23.3626179546874 -5.60524632430577 -15.1440050255315 30.4991382211912 8.35965300334465 4.30362631141681 7.41079219837695 -1.09162524717326 13.9680557868788 10.6301858697346 -5.2532623866632 3.39528148510614 -13.0500749231217 11.9352749680194 12.7442910547316 4.79254995435032 -6.52521834406083 6.76889018255256 -1.19546727165748 0.505880625833
"10" 22.3873604055822 -4.05858019886237 -18.4567933945947 31.5038334245162 11.0799672093002 2.63483836175256 5.35340395942717 0.612349315912905 13.2177329466659 11.0825566627774 -6.41035505435447 5.88796590764118 -13.8503876163039 11.5499353081434 11.0472300775189 6.51977472830412 -7.21486011746748 6.22342507197488 -0.314064201561436 0.446095827644008
"11" 24.2798850189513 -5.92656908927479 -19.8654346586581 35.6034238174301 11.1231319183971 0.967589936356109 1.41017484983111 4.85258468039476 15.690115875403 11.7830752025002 -8.90738814013054 6.1816043951291 -17.0960306887612 14.819380711028 11.9024738737787 8.23246124567918 -10.1044039454059 7.52911106323227 -1.48635070080815 0.474260174796059
"12" 24.4310006730625 -4.60118348503483 -21.3821727823995 34.8670754746333 12.9474679351006 1.97466315149831 -1.58030792945129 6.58241164878342 13.570569533591 10.9299036108238 -7.28761518110174 4.9184095246163 -15.2091887199548 14.416794919234 9.84399606090292 5.38779681203728 -5.82632539588698 7.56765790685217 -1.39457832073853 0.569815688904109
"13" 25.504191906643 -4.37615232090578 -22.5761549472388 35.5144853492777 13.6125131153264 1.87788350145663 -4.51421906492711 6.85789743729005 17.0423556307975 10.4404781666752 -9.05188777875386 5.10174267970522 -13.955769699115 12.2018236686435 12.44102989726 3.59336812878061 -3.98826340555999 5.26138112024672 -0.597216730259912 0.393414496806937
"14" 27.0096258766428 -5.19327019859429 -22.2898313988079 35.7110421800409 14.5927575613348 1.09434311617771 -6.14484788682528 9.84855064913952 15.7121814183142 11.1839110541542 -9.0275165425809 5.05485599076265 -14.0786300146394 12.6556658992458 11.899247564912 3.77755655278346 -3.97726860647827 5.50941872200236 -1.26350120542759 0.846400850660804
"15" 25.5224822467828 -3.87644210124723 -23.9189478193757 37.4824360634062 13.5620753828734 0.939254478277625 -6.1196364996779 10.2577186472361 16.8052279683597 11.2619615255635 -12.4778283266198 6.69516207227077 -15.6756789310561 16.1806994838731 10.5405301088598 4.36182175198141 -4.49249561248572 5.21934475452361 -0.0265049705261586 0.528521306036415
"16" 27.0932281562882 -2.892714014125 -26.3016251671458 38.4785380591519 14.4783783406497 -0.623781578050355 -4.37980377055406 9.75438140503393 16.6986145709778 10.6294960515732 -14.4170462957885 9.12410256495131 -16.3516639698955 17.8393633518657 8.10483538293748 5.78302066367464 -5.68546089221168 6.19192366646506 -0.622262855688308 0.178475950652554
"17" 28.8891564715749 -5.50212454516148 -25.8937794757965 39.086070162984 13.6220844164116 0.599359383982856 -4.96293732125934 8.22432244198278 19.7802865500766 9.8288173058004 -15.1335478871569 8.85966422390753 -15.1801073417404 17.1532975354152 8.73390628216455 2.2530030259706 -2.69292078363175 5.57506006056649 -0.438054626854889 0.307306474090175
"18" 29.7444296360277 -7.77867860333774 -25.6379813374543 42.6890516191384 14.8985855742844 -2.87399044508637 -8.59591834859724 11.6606415189083 21.3344779126974 9.53359088405596 -15.7764777571745 8.29245060091498 -17.3520872079239 19.0067741069137 8.35570678892488 4.02051910448848 -3.09236042236778 5.49250058244391 -0.638531227673047 0.169045218825598
"19" 32.0253480971118 -7.80389606822929 -25.9104046057662 41.6417577453807 13.879564538113 -0.687282900045702 -9.81708366261519 13.3533802559975 22.4815534109268 6.29019285083143 -15.9035789318461 8.97514157628245 -15.2114914087187 21.2396458846764 4.38817048922223 3.74178847617247 -1.90977401092696 5.31209397022771 -1.09917377589756 0.657592021876004
"20" 30.423850508761 -8.80012573352837 -23.3871170670818 39.1684532145882 15.1361002709363 -1.99069297623651 -10.1832434025867 12.4993048771579 24.7577323662103 4.47311345796796 -16.2408634994288 9.57458064160897 -14.461820098612 21.8968276030588 1.07654908730909 3.91073047939989 1.24066368990816 2.31980816067348 -0.346953808505757 0.214976992242175
"21" 33.5342854934433 -8.16237211295729 -24.6314375620179 37.2272886623729 18.2121748705177 -4.11470454879928 -5.31058658022669 9.0526213254373 24.9676488290174 2.87084395760981 -13.0097270005531 10.1678186327668 -15.3172464670621 20.3652302789869 1.85056459487949 3.32143472585719 3.18062217229008 1.08094928040898 0.239462991593649 0.654933128923466
"22" 33.3724814968935 -8.1471817714685 -24.4177738549567 37.9974325976916 17.4753146836994 -2.90835669646982 -5.05707575333768 7.43983508528854 27.9000075844207 2.7142641528179 -14.8330859513913 10.4750078720323 -16.9137423611276 20.1146167825639 3.54590255933063 4.14009799329022 2.61579626461589 1.85110868305095 -0.47067974624184 0.804250341591989
"23" 38.6532093189912 -13.1065053535055 -24.9525270593654 41.9704177842082 17.0585579040531 -6.28508602633888 -4.1490351277059 6.83079934724443 27.4585174002243 2.20666354180369 -11.4757700499436 8.86227040769954 -17.1344250300731 21.0905836822436 4.79277987258012 3.34810764509441 -1.5473665199274 5.09120341040344 -0.906086671346835 0.50339231328595
"24" 38.3313747935034 -13.2270331207229 -24.4823234938853 41.3526075011474 16.5534892325621 -6.253928950821 -2.24523168048936 6.09365002098084 26.7475108966887 2.71984216468208 -12.7715930024124 8.29235452042859 -17.4217657032467 21.9572170895347 5.9064868522163 3.57117111888815 -4.36184374085945 6.76140623033929 -1.48700847174483 0.733492401615086
"25" 37.6626247430993 -13.3334707292941 -24.6758246627735 44.1583748234236 15.901815499358 -8.50541392991815 -0.582862423016779 5.35856138277762 26.2321898253332 5.71856016053542 -12.6701357893199 7.19135990402503 -16.929474130842 20.5942993794079 6.46138084503749 5.03712717406276 -4.52631019002954 7.35695901317743 -1.78862513951182 0.635378125865163
"26" 36.9900632149768 -12.3734638731748 -24.1138660580659 42.8477644149582 13.9806303041992 -6.90397081956278 -0.432549466633482 4.29005987559439 27.6200992094966 2.63561117140158 -12.2174663250775 7.70459905179376 -16.7901397427443 21.1315573468208 5.13674227922725 5.44675023324513 -3.42939573840416 5.86801605172547 -1.17385539781066 0.871531315265062
"27" 36.5183964210371 -11.3520112633579 -25.2795426563148 42.2872771980078 13.9908045697833 -4.80573775818345 -1.26741399496925 5.44935440559849 27.2381996769647 2.15034690115546 -14.8734440124437 10.9979697670604 -16.194800064582 23.0745698312222 0.300638608938665 5.36742252849099 -1.70175860020855 5.10713347249768 -1.24481612676488 0.669337018027855
"28" 39.9326101032919 -12.2541316988725 -28.5237167749281 46.4901429609447 15.4590459277442 -6.88258667699615 -3.59091621361711 7.62093025121663 27.3159254473068 2.23826167840936 -15.9299325932343 11.0180619295638 -18.4219716549143 25.1735711640825 2.2731740936658 2.85114119818086 -1.37961229691217 6.49328521097185 -1.3519730904656 0.653292992847219
"29" 32.6564835912021 -10.1277190650731 -23.3926202194465 42.7468947333952 13.8464401637125 -5.09341385482937 -7.27779448828813 14.6367490251083 24.380902350452 -2.98724289717367 -11.1666729646168 13.345432864251 -15.3953957334531 20.7971916036872 -3.8944514872427 7.37111974445246 0.811169302991404 3.72676278608092 -0.360556535988642 0.329805736189578
"30" 36.6257592143141 -12.2986291990416 -26.5989716898981 46.9827150164951 14.0682992164972 -7.58047474232396 -6.70542418587903 15.1974514870698 22.8597240520648 2.64026281669333 -12.3858054896615 8.27907572112694 -16.5421503330569 23.6042321861856 1.24273481168851 4.01625832157638 -0.0533932335768053 5.19675351050648 -1.1506157066488 0.498661772338106
