"mu_xi_boys[1]" "mu_xi_boys[2]" "mu_xi_boys[3]" "mu_xi_boys[4]" "mu_xi_boys[5]" "mu_xi_boys[6]" "mu_xi_boys[7]" "mu_xi_boys[8]" "mu_xi_boys[9]" "mu_xi_boys[10]" "mu_xi_boys[11]" "mu_xi_boys[12]" "mu_xi_boys[13]" "mu_xi_boys[14]" "mu_xi_boys[15]" "mu_xi_boys[16]" "mu_xi_boys[17]" "mu_xi_boys[18]" "mu_xi_boys[19]" "mu_xi_boys[20]" "mu_xi_boys[21]" "mu_xi_boys[22]" "mu_xi_boys[23]" "mu_xi_boys[24]" "mu_xi_boys[25]"
"1" 0.00289598733905588 -1.81837341790783 0.579427804519795 0.708139060800315 0.195917565360924 1.35770328714405 0.134683723297577 0.176434479162115 -1.07386653167437 -0.764102909259057 -0.0249525755581373 0.85007097414823 0.74760327621194 -0.926080461119962 0.673958966925384 1.11058489825403 0.84310410756306 -1.03037238917298 0.0961275308085599 0.585905280252818 0.635554515628285 0.502585854624938 1.69074751298858 -1.26543870356651 0.492498911794471
"2" 6.15006575816387 -3.19936193510606 3.87481389277376 5.52948679600737 7.18542277983615 15.8591483092001 6.17077950236739 -0.0278367490369688 8.15433259926455 12.6659545698245 8.12154255888516 2.71213655289693 -0.78926805227971 1.86379779909526 3.73464054427415 -2.40232908111255 3.72504695335575 4.13024056520246 6.02598446161782 6.88140449222942 6.69245626298083 -3.05989482306026 -0.506143677800034 1.98622727160073 0.0716295260420214
"3" 12.8336050254849 -3.19355450677862 3.65697416474421 -0.180585330055838 8.60614810163397 20.5173663031833 6.46486887017172 -0.201701740708387 4.98937002945286 9.9228608070593 14.3886673282168 2.08423148681937 -2.55834605815274 3.78012276369642 -2.19139041080489 4.11137463636943 0.190346123584673 5.76840999555537 7.9367366583118 1.98097691852033 8.71095597476111 -7.24883481350728 4.46413936451692 0.86339418732569 0.474097012353185
"4" 17.2610845967881 -1.91189415609586 0.575770331799904 -3.44599037105171 13.1926448524009 21.8221629453984 9.0607793531765 -1.75876938947553 -1.25557973824315 9.07951814642434 17.970993726472 5.69832165541151 -4.36983984915782 3.81194060330879 -5.86428991296475 5.57445461140608 -0.974738046136781 7.48325046357501 6.67685987020971 4.39179316447137 8.64823325937864 -7.84119810527167 5.83825765912391 -1.00973334302598 0.397813581049412
"5" 20.1972383272981 1.1310487589755 -5.26535252887283 -4.20263407613153 18.6986501368124 21.9590933022602 7.01966163195799 -5.44913578419181 -1.24780547274795 12.4741115237138 20.776551711248 3.57363262641179 -5.36193172040436 4.38156912030962 -6.87212366391599 5.33179398079854 2.52158734708268 6.23313691175349 5.43631257171383 2.87794956956312 9.52407645955662 -6.59389472024483 4.71139503463189 -0.764172677895915 0.693896508521349
"6" 24.9187809190623 0.730234439393358 -8.67007639945043 -1.83130735917175 20.0465580859159 23.6563265359257 2.36164441026016 -7.77686037619487 -0.426176784081855 15.4647825684187 24.7855282442091 -0.856216749933388 -6.89240976065663 1.60440399373997 -3.12007031546317 4.16592205151479 8.40852554472289 3.9955592011699 4.18319907763985 1.64622807341167 8.60518782310942 -5.17598485569662 4.62519488143093 -0.918160284018318 0.437670195715482
"7" 28.1028706505593 1.63028998056171 -12.9474230932249 -0.333603055127011 21.7432116810291 23.0015011127805 2.70754515523644 -8.29654604381306 -2.0362899701347 17.7840507854043 22.405380661136 1.67707522216989 -7.76091686160089 2.62662788874183 -4.34741094538831 2.74255784813457 8.97276384037814 2.83087220175645 5.7396779868772 2.96373054949761 7.66092313667503 -4.44132087369256 4.31412171512405 -0.267577346460145 0.271985261659156
"8" 29.4844006708184 -1.13019258938995 -11.2070417316122 -1.86780070976767 24.0057965146737 21.900437890113 0.328282364022306 -6.38553734199389 -1.81830873231121 18.8959063255444 24.4587052313619 -0.696468872055202 -10.4733386136199 3.66984157310047 -2.59156945129049 2.55502405084776 9.44555444238974 2.08967646576219 4.7878035844149 3.79271922744398 7.98653126519694 -4.98373930115423 2.66446504495178 0.85911450030539 0.399105824156893
"9" 32.1681753355575 0.371065701248009 -12.1477319529273 -3.86825494149933 26.1637497204592 24.5658477891182 -3.27636831048118 -6.58913416687993 0.912362982059279 14.7297749180746 27.928298201683 -2.39141235292346 -7.99452981254429 1.94436186824932 -1.39131475699136 -2.43461024507837 8.79382517848819 6.43156433202698 5.6440030646661 4.08982251183026 6.35118948770442 -4.28383897982291 3.60410111458104 0.0450367548988608 0.318539749034434
"10" 32.3693922583145 -2.55735614711592 -11.0365505311868 -6.87747144098667 31.8057678709701 26.9540404638165 -6.44829247357565 -8.62079799217596 0.10989393126028 17.2115847806393 30.868193546076 -3.63496849714418 -10.4754508188 0.685245230424665 0.794955139154922 1.65348467315699 8.00779037109992 4.9755759429107 2.58998003234492 3.08116971311799 8.83216261192393 -3.72725701337064 1.28519670523277 0.690284643197586 0.564842624073876
