"id" "w_obs" "t_ij"
"1" 1 9.67520634027884 0
"2" 1 16.6083140272879 0.202181894681339
"3" 1 19.4763058897878 0.373954898866753
"4" 1 14.4647488263312 0.378274568578245
"5" 1 11.2557493422881 0.461408393469791
"6" 1 9.0962886204708 0.497861750941401
"7" 2 5.59997546758954 0
"8" 2 15.2706756071809 0.30073601543534
"9" 2 7.51041070584045 0.540470574876235
"10" 2 0.521281882599202 0.585795614627147
"11" 3 13.3702968589183 0
"12" 3 19.2888920339381 0.223999558055758
"13" 3 19.5432739859649 0.238028855347916
"14" 3 16.181481712586 0.298250285844276
"15" 3 0.311666709716272 0.707958425539413
"16" 4 14.9401430100833 0
"17" 4 25.818446950141 0.273802260310162
"18" 4 17.1228225652196 0.409865367887045
"19" 4 12.6501780881402 0.505274217577139
"20" 4 7.23746118314899 0.567630001270813
"21" 4 5.40399484770836 0.677922806139217
"22" 5 7.94481824651667 0
"23" 5 20.6975992148017 0.201890973606767
"24" 5 20.402646433056 0.209974392590746
"25" 5 19.1906608313787 0.339727432341554
"26" 5 17.7721950490117 0.390249433815224
"27" 5 7.05489080393055 0.613987404266155
"28" 5 0.238892762081377 0.670719133378692
"29" 6 12.3373414197596 0
"30" 6 13.7822079534941 0.108477345497375
"31" 6 19.4827116526491 0.237988146996845
"32" 6 11.8132838796118 0.449369840150622
"33" 6 3.98195715649782 0.58281135486441
"34" 6 3.49960179656621 0.620695414994252
"35" 6 2.22660549883432 0.659505650258519
"36" 6 0.265079060860766 0.760202528497676
"37" 7 12.7645194048062 0
"38" 7 17.1312676243355 0.421672526584853
"39" 7 4.26059781365514 0.62295454870569
"40" 7 2.05489782170129 0.657698199815089
"41" 7 0.211558562369758 0.702548050604555
"42" 7 -2.47920031081395 0.742448486149436
"43" 8 10.1035763042367 0
"44" 8 19.4472231667909 0.209093372299731
"45" 8 12.6676570912404 0.443055960833638
"46" 8 -4.94875750406953 0.672173118580831
"47" 8 -0.626017562570893 0.725991476167297
"48" 9 11.2808545991519 0
"49" 9 13.1274815164399 0.379621566007756
"50" 9 6.64037040252487 0.547429004240992
"51" 10 14.7520007732507 0
"52" 10 18.6155910807301 0.113749240609766
"53" 10 10.1971546066405 0.530491126739952
"54" 10 2.19803968056222 0.615959916606877
"55" 10 3.43468358040711 0.645514887674405
"56" 10 2.86180790915044 0.786416985641363
"57" 11 8.87647263712026 0
"58" 11 16.5093566524722 0.354144072100236
"59" 11 7.6255032914627 0.550477466852679
"60" 11 -0.996234313321825 0.734802392002782
"61" 12 14.7347960553082 0
"62" 12 17.7503543115489 0.434215901326493
"63" 12 6.52810226458932 0.592463146838449
"64" 12 5.26392294961623 0.61702065999325
"65" 13 8.85875789067063 0
"66" 13 20.9857919126013 0.264909188838927
"67" 13 6.38532060479652 0.548441853413363
"68" 13 3.97131139517701 0.553648972495373
"69" 13 -1.78272925227034 0.795891354590961
"70" 13 0.0856250495714705 0.836277435006705
"71" 13 3.28524395620024 0.843292528864448
"72" 14 9.46935343407017 0
"73" 14 12.5954417848729 0.438060097279196
"74" 14 13.2021233043661 0.462195275119872
"75" 14 8.48856346855504 0.537531050854624
"76" 14 1.57121580584734 0.640524772931947
"77" 14 -1.31155796229972 0.785471085669234
"78" 14 4.93152674335076 0.901244163734646
"79" 14 6.25221951253668 0.961942354321423
"80" 15 11.3835817357805 0
"81" 15 20.7595009932141 0.372945009454946
"82" 15 16.9663367835559 0.424959205215563
"83" 15 9.09723282663118 0.552883260968521
"84" 16 11.3646583667882 0
"85" 16 13.5074934479259 0.464577880901422
"86" 16 12.8380023212415 0.478482926643109
"87" 16 -1.00636574980126 0.736844288550171
"88" 17 8.11997822259743 0
"89" 17 15.7755001703077 0.23468574202209
"90" 17 18.5923440665999 0.407916613911434
"91" 17 13.3782501394852 0.471373908405102
"92" 17 1.48370145659774 0.71577026112534
"93" 17 1.49185419460286 0.790022919787684
"94" 18 12.2567643587101 0
"95" 18 18.830223674389 0.283485344842465
"96" 18 20.0568350355608 0.371644903722729
"97" 18 18.0184257985093 0.384715166156535
"98" 18 5.12278996858566 0.569367487394285
"99" 18 2.64099025197416 0.592390952526142
