"id" "w_obs" "t_ij"
"1" 1 12.5094254124792 0
"2" 1 20.6162102262509 0.32733646597346
"3" 1 20.3965085192422 0.34953173915103
"4" 1 22.354498507442 0.357286858687617
"5" 1 4.56643688898108 0.657224966417717
"6" 1 2.71493335071373 0.730957872238038
"7" 2 5.85112623320401 0
"8" 2 4.18809347978071 0.592214471018057
"9" 2 -2.13487914574027 0.633713036802183
"10" 2 -0.226163603227536 0.890344212542446
"11" 3 10.0895779569592 0
"12" 3 15.3021988555002 0.373289661205089
"13" 3 18.1865323773713 0.442354468258747
"14" 3 2.87402551731657 0.694310763840347
"15" 3 -1.86236450732368 0.758339519702024
"16" 4 11.6966002727156 0
"17" 4 15.5088543763219 0.120223673173134
"18" 4 18.1678437797763 0.324047726140241
"19" 4 11.7282526203781 0.448849793904123
"20" 4 8.06264975379623 0.506206247524465
"21" 4 4.63302432539037 0.594641367664288
"22" 5 9.42826556874174 0
"23" 5 18.3105007792491 0.325738033709171
"24" 5 18.0216014684729 0.345782185190193
"25" 5 14.6241990128336 0.396520283683839
"26" 5 13.0052638201071 0.43854721968239
"27" 5 9.23226701382091 0.466240667960248
"28" 5 9.31029790897402 0.51561335722063
"29" 6 7.96385628069022 0
"30" 6 13.2570089194469 0.369726897820722
"31" 6 11.0841154314103 0.406186170215944
"32" 6 5.93886130609864 0.521622336628418
"33" 6 -5.02281889222108 0.656049462038739
"34" 6 -3.71351237071525 0.757563911757332
"35" 6 -3.96990481857398 0.760955868672366
"36" 6 -2.93155071247224 0.855440314770147
"37" 7 11.3358890231253 0
"38" 7 20.6811440322096 0.318122269662678
"39" 7 15.5510309995331 0.399117898975215
"40" 7 5.2879280917155 0.612801100746744
"41" 7 2.29165554920375 0.686310793291172
"42" 7 -0.358592073764159 0.837146861880743
"43" 8 10.4820634099804 0
"44" 8 19.3584481709785 0.224300860914854
"45" 8 8.97716673144292 0.472285361360035
"46" 8 -0.158245283380017 0.587632061348274
"47" 8 1.41131568827337 0.62263492714285
"48" 9 15.5289731291449 0
"49" 9 19.4329879282018 0.350983754607897
"50" 9 7.80295980048029 0.616684567728907
"51" 10 12.4022210779437 0
"52" 10 14.0164896832476 0.416700838468588
"53" 10 8.83945245401671 0.509885951328742
"54" 10 -0.718654238776328 0.639779260471903
"55" 10 -1.90809271006703 0.640175680297896
"56" 10 -2.97517971779968 0.739565274835812
"57" 11 11.8416027969676 0
"58" 11 15.2208471516295 0.444834930236985
"59" 11 10.1363065680637 0.526432696405798
"60" 11 4.36345378234824 0.592234603255909
"61" 12 7.69138418137381 0
