"id" "w_obs" "t_ij"
"1" 1 13.5047355883566 0
"2" 1 17.3968659609698 0.300023155510637
"3" 1 11.7033248615923 0.480072201464227
"4" 1 -0.136440443419519 0.637568332075714
"5" 1 1.48218721674571 0.650447640636712
"6" 1 0.959869715866009 0.674442123315823
"7" 2 8.03740383178897 0
"8" 2 1.90901849369588 0.651299907532917
"9" 2 1.68620543677317 0.726957773994487
"10" 2 3.78012929207435 0.910251533589836
"11" 3 11.7831192769399 0
"12" 3 0.245109706311088 0.821281224452457
"13" 3 4.80041600554123 0.916320819585373
"14" 3 12.4485351253622 0.972171465449685
"15" 3 10.2082740859869 0.976618451097924
"16" 4 15.1164105639468 0
"17" 4 7.61336261409464 0.639654679739424
"18" 4 5.89987154075084 0.655162243263171
"19" 4 5.06968656253298 0.810662523085553
"20" 4 11.9244657139017 0.972898376143319
"21" 4 15.0282761224767 0.980099244047311
"22" 5 9.63969495300989 0
"23" 5 4.46032061269729 0.589110271907061
"24" 5 0.532018801431858 0.677777296089795
"25" 5 0.456730268807336 0.700718974841589
"26" 5 -0.485808511561289 0.702478366276433
"27" 5 4.88502176998891 0.914779922633864
"28" 5 3.60039825891468 0.91739246158933
"29" 6 10.0205286127225 0
"30" 6 5.95548035905807 0.526902942285827
"31" 6 -1.02693335065344 0.686910765631485
"32" 6 -2.70087225370887 0.688660192975274
"33" 6 -1.61410029030303 0.721779860232749
"34" 6 0.710599531522179 0.843345131828873
"35" 6 4.71993761033772 0.9508421739624
"36" 6 5.73398194841515 0.961091445023847
"37" 7 5.5972565625121 0
"38" 7 0.229555870918286 0.617683805316147
"39" 7 0.21871907702401 0.774121202528494
"40" 7 0.955657228290472 0.785130063223832
"41" 7 3.55406175538716 0.919152295387419
"42" 7 2.98273069868631 0.919461556567253
"43" 8 7.57349727953913 0
"44" 8 18.289630070731 0.248385975036722
"45" 8 11.9261275517474 0.474956717124331
"46" 8 2.39054077104448 0.583743592485887
"47" 8 8.5329134899482 0.921869631700648
"48" 9 8.09399246389126 0
"49" 9 3.0911096343545 0.887944554052104
"50" 9 9.21417591423735 0.98399685429208
"51" 10 9.64973757614184 0
"52" 10 16.1021969286127 0.400665315318633
"53" 10 -2.47384723798142 0.873081712109647
"54" 10 3.88330161404061 0.91708543730584
"55" 10 3.70146455184131 0.929919947525697
"56" 10 6.91009645138777 0.952316077789743
"57" 11 5.95716008808845 0
"58" 11 -1.43044721401095 0.588771712530013
"59" 11 0.00367149572971215 0.606497801090364
"60" 11 -3.47535129151777 0.820131741732227
"61" 12 10.1732416900501 0
"62" 12 0.716687063730002 0.804945531202978
"63" 12 6.05653029597001 0.928275553088738
"64" 12 9.35514358552408 0.946712856217523
"65" 13 9.98552861021722 0
"66" 13 20.9650280192785 0.358051132724324
"67" 13 15.1595599681115 0.407448771439606
"68" 13 1.71420367828554 0.838853777308419
"69" 13 0.121398821369858 0.844397913407487
"70" 13 4.83520620197106 0.871565903265041
"71" 13 4.00084809086588 0.934175159762482
"72" 14 8.53107993564116 0
"73" 14 19.5045619175657 0.262785911550677
"74" 14 11.7560632887842 0.45807736992975
"75" 14 7.61103295953346 0.544957495099412
"76" 14 7.07960240689308 0.561488350814815
"77" 14 1.74337233258028 0.617638366597968
"78" 14 -0.0769720097094726 0.679463222605933
"79" 14 6.67455284398228 0.961084766233677
"80" 15 7.96752638874995 0
"81" 15 5.79329031766909 0.537281270140868
"82" 15 3.10535161167884 0.614529112154067
"83" 15 -0.649571389682359 0.850321250592354
"84" 16 11.5285132877043 0
"85" 16 0.738332851204263 0.715548239496478
"86" 16 4.54303606357031 0.839687907297924
"87" 16 5.62622459610705 0.872819813292992
"88" 17 3.00199790031365 0
"89" 17 14.2569271970161 0.250856802616724
"90" 17 -3.5842992840562 0.758093782229039
"91" 17 -4.84845177630851 0.793424098652788
"92" 17 -1.61274202371352 0.834584449414475
"93" 17 0.383901385347714 0.937566586272092
"94" 18 12.4650014098395 0
"95" 18 4.10626446536742 0.593289911469797
"96" 18 0.0921888899954006 0.664350231675321
"97" 18 1.12077773906654 0.814814187939717
"98" 18 3.26367960509813 0.816379108884197
"99" 18 2.72342812395256 0.882167494446064
"100" 18 5.95233039374082 0.957324767665284
"101" 18 10.808789735055 0.988466520819989
"102" 19 4.97075519164851 0
"103" 19 14.6560466173035 0.248722898312485
"104" 19 8.98988042255623 0.464511550978881
"105" 19 -4.77029726500575 0.824732628104344
"106" 19 -3.43502909471669 0.830447790939454
"107" 19 0.072668490841975 0.84603986279618
"108" 20 9.81625302593653 0
"109" 20 13.1185937230774 0.384420023851972
"110" 20 12.4668092216176 0.459336025244274
"111" 20 1.94150858552706 0.563672096673095
"112" 20 -0.394197594802116 0.641405225048015
"113" 20 -0.433372733679478 0.811914733753007
"114" 20 -1.38556394276621 0.816243406289146
"115" 21 11.2049161133152 0
"116" 21 8.94537306104974 0.478086331381607
"117" 21 4.96545454597356 0.689149925653462
"118" 21 2.25298159293532 0.734616160781417
"119" 21 2.7584215069771 0.843110153101985
"120" 21 2.30449066402864 0.868375372521953
"121" 21 6.84534536626719 0.926848937846433
"122" 21 11.407243213136 0.997449665679973
"123" 22 9.94960685053195 0
"124" 22 5.40029421664827 0.66826018311227
"125" 22 4.23106759961378 0.940876951523598
"126" 23 10.3882914451401 0
"127" 23 -1.11062749294527 0.833346164503869
"128" 23 3.44295641457576 0.887650518150514
"129" 23 8.16625374736952 0.938059161428451
"130" 23 4.11057506081016 0.976202532662262
"131" 24 10.7660486811462 0
"132" 24 2.90211972325194 0.682744160890461
"133" 24 3.25932263532688 0.693349460395186
"134" 24 1.91369067071776 0.75457832074811
"135" 24 2.67801469939695 0.765812724241191
"136" 24 5.69211145779231 0.945942265271753
