"mu_xi_boys[1]" "mu_xi_boys[2]" "mu_xi_boys[3]" "mu_xi_boys[4]" "mu_xi_boys[5]" "mu_xi_boys[6]" "mu_xi_boys[7]" "mu_xi_boys[8]" "mu_xi_boys[9]" "mu_xi_boys[10]" "mu_xi_boys[11]" "mu_xi_boys[12]" "mu_xi_boys[13]" "mu_xi_boys[14]" "mu_xi_boys[15]" "mu_xi_boys[16]" "mu_xi_boys[17]" "mu_xi_boys[18]" "mu_xi_boys[19]" "mu_xi_boys[20]" "mu_xi_boys[21]" "mu_xi_boys[22]" "mu_xi_boys[23]" "mu_xi_boys[24]"
"1" -1.62828852439744 1.17617163226021 -1.33602317211847 1.85792737308808 1.52055682960963 -0.396657114480198 0.850501639593365 2.1605518023535 0.646477323398642 0.00228761868450905 -0.72064264936108 1.8111063580045 0.456417995829218 1.35831145630881 -0.767536618568658 -0.717997195295083 0.750289956273947 -1.07702184312059 -1.13432398454892 -0.364882001985889 -0.321911244039376 -0.179013949881466 1.0530605247512 0.704972205094755
"2" -0.650543376833834 2.02126224453411 4.79818688020778 1.43262589827015 9.42337994719729 13.0529136998027 6.90695906820852 6.7050169473278 10.4762573761424 5.51328874808353 -0.648197770807657 6.8103961211625 4.49450353565481 0.464411440820584 -2.24752567261507 0.410005739092408 9.37060841168373 5.07618542740861 0.465811815473226 6.93248110385449 5.17503278864768 -5.73889000901141 3.28508673040925 0.523465438879172
"3" 2.00955717973317 8.48827022544134 -1.10689085353034 -6.48958931369755 16.3542873769257 24.5947639750669 1.18725157960822 -2.20503556111087 9.09407236803517 8.24340997700621 6.15769817688139 8.07700675279853 3.69391146871137 -2.16268165879877 -6.13206489118545 1.13196316057826 9.11693507414367 10.7579172651241 2.49171922263034 0.986881931922449 1.81439462856971 -0.532952121925166 1.41298479247384 0.197064022600409
"4" 4.89361810093143 7.5868611233173 -2.9377223551931 -6.47200418521715 19.6544671470793 25.6348224348916 -2.45751262095948 -2.94705011879762 10.1084058184005 8.75562313293964 5.28632430461259 10.3411268200696 1.15732998809616 -3.4539519715447 -4.28097465568281 1.29637885058281 10.5361172568038 11.8290845863229 -2.26318348059804 2.89277158419082 2.9124987216978 0.826860301030679 0.414945624142009 0.260704819707633
"5" 10.5983995148455 9.28035468877518 -8.32892044968603 -6.98366755462672 21.1468141864961 32.2082014225137 -6.26163649490552 -7.60320077833524 11.350852714245 6.44782269763997 9.4465646537248 13.6053406621151 -3.30891425534716 -5.43083376573581 -1.77906521424203 2.2225191974989 8.98319670195857 12.8437956923631 -3.65556472707705 2.0021156982794 4.3335883725227 -0.178964845330255 0.712375026820649 0.289474359109776
"6" 13.7852377598359 8.25078372024005 -8.49458530888056 -8.00632412763014 21.7583508387333 32.9535699200788 -8.75282112610378 -6.80038690211761 10.7624929036655 7.60277428716136 12.9131573191399 13.064248577973 -5.97298696291267 -6.7477790420527 1.58623445814386 -1.03360500151899 10.1709797135603 12.8733146622079 -3.2959025173032 1.93677694912082 4.38127484497143 0.830859227831103 -0.428312713115669 0.435971833723352
"7" 20.2114934608313 5.50264269346197 -11.6535415699083 -4.52196273262982 24.21804058297 32.6961502994684 -11.8891765522034 -7.51576854082373 13.4759089181039 7.95492044023951 13.9583459012127 12.7539868589716 -8.79416249372707 -8.93297219681502 5.45266101352492 0.100362777036738 9.14434957127304 11.4686605025101 -2.53295084879283 4.73977270309036 1.75696460678317 1.31390549013597 0.163575088037518 0.45966562370282
"8" 24.3841991496038 0.532475825547128 -8.68344401761607 -4.17055445940998 24.1838894109615 28.6207344593897 -10.4175120334764 -9.1250897605773 18.2571740143906 10.3145035187771 11.1785869996066 9.07237435619961 -11.6670697836244 -5.39553574847187 4.69217483095685 4.77813023741419 9.54626303898314 6.30123189625221 -2.9914015907974 6.01632829449839 2.36981393187397 0.598870868689475 -0.0466912456417931 0.711740551367208
"9" 29.4891848448073 -2.73788760527401 -9.57597174094514 -3.14899367743399 27.3027451806877 31.899117830707 -16.326366750999 -10.9061200342155 18.2732826857615 13.3026262679919 14.3574201766356 10.0796116930727 -14.9081814678581 -7.34189465214443 7.44400703794856 4.72773426570853 11.0777064796574 5.07812594812612 -4.10378906313717 7.67238569438977 2.28988557469572 -1.66899607768951 0.856966205330973 0.165189549042931
"10" 31.6188756712492 -2.51806066117979 -11.4605983507959 -1.54450219471991 26.103590671299 31.5763408060031 -14.9749502287 -11.1750912321866 17.3786466682624 13.1857709550672 13.9432995164748 10.6411489435769 -16.6118557440456 -6.85993111153813 11.421767514883 2.26666832316793 9.50407944390128 3.00274162215253 -0.643778676789517 7.37558167197207 3.1410875299725 -2.52139481761063 1.65465210394434 0.33638317969854
