"mu_xi_boys[1]" "mu_xi_boys[2]" "mu_xi_boys[3]" "mu_xi_boys[4]" "mu_xi_boys[5]" "mu_xi_boys[6]" "mu_xi_boys[7]" "mu_xi_boys[8]" "mu_xi_boys[9]" "mu_xi_boys[10]" "mu_xi_boys[11]" "mu_xi_boys[12]" "mu_xi_boys[13]"
"1" 3.47264704375757 6.67233489049577 -1.78603991206933 1.80723363238573 1.89961047218874 0.898010870409736 -0.527959908042635 5.22043247806265 -2.44119928099432 1.72912043397961 5.03144079259783 1.61123248202089 1.24715708136076
"2" -1.14152129751142 4.27859267617643 5.2304530190807 13.546943102439 12.3899922356079 0.857561890992163 -1.84605388807929 6.7218418863656 -2.98815531057009 7.65559966537885 5.90604017942845 -1.06995164898742 0.693279260318827
"3" 0.520346763420865 2.56503763719107 4.71424119744899 15.1285887915849 14.1999831069693 -1.22372055663853 -2.78529857623023 6.76139112783796 -4.04794244014635 10.7657931300115 4.66356780361262 -2.12263897264169 0.47559714234991
"4" 1.16802043602101 2.00599136887907 5.06742923642067 14.6955199803858 14.7225206945866 -0.823671645625286 -4.02181698129124 6.96802549702985 -4.1524756093898 11.77293224253 4.64616131799239 -2.25672338215238 0.911537853326177
"5" 3.79173614733662 -0.793734321565863 5.9945356967926 16.2099726621309 11.9401249053334 0.0019059314238265 -1.86356949001865 5.30354263190531 -2.41703949419128 9.59289967533455 5.21579305023661 -1.64621447490753 0.46262030049619
"6" 7.7828968848761 -6.087165619795 8.66739183451879 16.9912695111904 9.994000594089 1.29331008597462 -1.96629489174953 3.48275147410316 -1.42129842409502 11.9094604606817 2.14567807690542 -0.993033496762067 0.455173341184097
"7" 7.40306638087986 -6.09423587285301 9.34361921902313 17.1795148051535 8.72723252058551 2.5460483940225 -1.77597644597608 3.42893469769122 -2.2362266365983 11.1678963242289 2.96167878001405 -0.562536852341363 0.536494720980425
"8" 8.22206344161639 -7.0666364403228 10.2980159368834 16.6400956137106 7.12381124427084 3.57697459358681 -0.532937115331107 0.372440514191163 -1.95616029687205 14.5532034760616 1.33915710551609 -0.619657402988823 0.27746740106654
"9" 8.50051416864508 -7.41814765914598 10.6719197302017 17.121956959027 6.30348624697324 4.23049192012335 0.702625762732181 0.212040410864558 -0.716871840932658 12.1072255844854 1.61689876254471 0.0737381067957415 0.461207297236925
"10" 8.01105432593221 -7.3610013158102 11.550900954144 16.2960719733844 6.28063611431392 5.05167632401281 1.87458084466812 -3.52379003449955 1.40321149238354 12.3044600873219 1.20969531914221 0.0263878331609435 0.29652087613835
"11" 8.81766724782153 -7.94536985962614 11.9400481168258 15.1534705679382 7.78873344458506 4.68679982329149 2.51380916021867 -4.9464808855023 1.67260515767921 14.6192172255662 -0.47563987472948 -0.637016120460121 0.541646884180201
"12" 8.2523214817301 -7.54476615986931 12.8606219438585 13.1881719937448 7.41663941219093 6.86653256716265 2.23225403700878 -7.75114069706139 3.37131335899453 15.9725274833627 -3.06545840314542 1.53978527212962 0.594717788113904
"13" 8.33507723559775 -8.90205475104153 15.3509146273311 12.7979553204258 5.97243811463899 6.16913096626556 2.96871943396526 -5.55680667396929 1.28130376175656 15.0025731657957 -0.690892993345939 -0.384762909103929 0.409776007188603
"14" 8.21847353001232 -9.49132603408205 16.4593509341958 11.2889318631499 5.92756904675918 6.23112246277707 3.27545327895902 -8.16826052305242 3.06468183251807 16.4171410736269 -2.56232053552504 1.18811388604157 0.455747178050994
"15" 9.2921583888375 -9.87131253551639 17.0917239372387 9.85817082043104 7.54494274978366 7.84937585020106 2.89214677006652 -9.61398249804551 2.16237404944115 18.2897165202855 -3.00266337271551 1.05968543005573 0.634027753750781
"16" 8.27675866990256 -9.06267079227293 17.4301155143775 10.454070756687 6.50249803733509 6.16056182776359 3.97691824026048 -6.38597664875374 0.955095558957281 16.1620196224961 -2.30217700775983 0.952506361006422 0.336032214855662
"17" 8.39686615630873 -10.3023995167951 18.1893019205471 10.7239413728292 7.67124471955969 5.69029387982358 4.64946897325286 -8.75746720604016 2.52952183602427 16.4519474665075 -2.59594882221681 1.26748108098916 0.77844687213067
"18" 9.50458625294566 -11.5557612655877 19.6997752756914 9.00887643751468 5.9836426954878 6.95253315621976 6.10387334125947 -8.51846334109384 0.81163160071993 15.5517080362819 -0.579386537143703 0.399343898489643 0.311526849609783
