"id" "age" "gender" "height"
"1" 1 1.25 0 2.90000000000001
"2" 1 1.5 0 2.2
"3" 1 1.75 0 2.5
"4" 1 2 0 2.5
"5" 1 3 0 9.69999999999999
"6" 1 4 0 8.40000000000001
"7" 1 5 0 6.3
"8" 1 6 0 6.10000000000001
"9" 1 7 0 8.09999999999999
"10" 1 8 0 8.19999999999999
"11" 1 8.5 0 2.90000000000001
"12" 1 9 0 3.20000000000002
"13" 1 9.5 0 3.19999999999999
"14" 1 10 0 3
"15" 1 10.5 0 2.90000000000001
"16" 1 11 0 2.79999999999998
"17" 1 11.5 0 3.5
"18" 1 12 0 4.10000000000002
"19" 1 12.5 0 5
"20" 1 13 0 6.09999999999999
"21" 1 13.5 0 6.29999999999998
"22" 1 14 0 5.10000000000002
"23" 1 14.5 0 3.29999999999998
"24" 1 15 0 1.70000000000002
"25" 1 15.5 0 0.799999999999983
"26" 1 16 0 0.700000000000017
"27" 1 16.5 0 0.399999999999977
"28" 1 17 0 0.600000000000023
"29" 1 17.5 0 0.5
"30" 1 18 0 0.799999999999983
"31" 2 1.25 0 4.2
"32" 2 1.5 0 2.8
"33" 2 1.75 0 2.2
"34" 2 2 0 2.19999999999999
"35" 2 3 0 9.40000000000001
"36" 2 4 0 7.59999999999999
"37" 2 5 0 7.7
"38" 2 6 0 6.60000000000001
"39" 2 7 0 6.09999999999999
"40" 2 8 0 5.09999999999999
"41" 2 8.5 0 2.90000000000001
"42" 2 9 0 2.40000000000001
"43" 2 9.5 0 2.09999999999999
"44" 2 10 0 2.19999999999999
"45" 2 10.5 0 2.5
"46" 2 11 0 2
"47" 2 11.5 0 2
"48" 2 12 0 1.90000000000001
"49" 2 12.5 0 1.70000000000002
"50" 2 13 0 1.79999999999998
"51" 2 13.5 0 2.20000000000002
"52" 2 14 0 2.5
"53" 2 14.5 0 2.89999999999998
"54" 2 15 0 4.10000000000002
"55" 2 15.5 0 4.39999999999998
"56" 2 16 0 3.80000000000001
"57" 2 16.5 0 2.80000000000001
"58" 2 17 0 1.79999999999998
"59" 2 17.5 0 1.30000000000001
"60" 2 18 0 1.29999999999998
"61" 3 1.25 0 3
"62" 3 1.5 0 2.8
"63" 3 1.75 0 2.10000000000001
"64" 3 2 0 2
"65" 3 3 0 7.5
"66" 3 4 0 6.2
"67" 3 5 0 6.69999999999999
"68" 3 6 0 5.2
"69" 3 7 0 6.3
"70" 3 8 0 5.40000000000001
"71" 3 8.5 0 2.5
"72" 3 9 0 2.40000000000001
"73" 3 9.5 0 2.29999999999998
"74" 3 10 0 2.20000000000002
"75" 3 10.5 0 2.40000000000001
"76" 3 11 0 2.59999999999999
"77" 3 11.5 0 2.59999999999999
"78" 3 12 0 2.59999999999999
"79" 3 12.5 0 3.20000000000002
"80" 3 13 0 4
"81" 3 13.5 0 4.29999999999998
"82" 3 14 0 4.40000000000001
"83" 3 14.5 0 3.80000000000001
"84" 3 15 0 3.5
"85" 3 15.5 0 1
"86" 3 16 0 1
"87" 3 16.5 0 1
"88" 3 17 0 1.09999999999999
"89" 3 17.5 0 0.299999999999983
"90" 3 18 0 0.300000000000011
"91" 4 1.25 0 4.30000000000001
"92" 4 1.5 0 4.19999999999999
"93" 4 1.75 0 2.80000000000001
"94" 4 2 0 2.69999999999999
"95" 4 3 0 10.5
"96" 4 4 0 5.80000000000001
"97" 4 5 0 6.59999999999999
"98" 4 6 0 5.3
"99" 4 7 0 6.90000000000001
"100" 4 8 0 6.7
"101" 4 8.5 0 3.09999999999999
"102" 4 9 0 3
"103" 4 9.5 0 2.69999999999999
"104" 4 10 0 2.70000000000002
"105" 4 10.5 0 2.59999999999999
"106" 4 11 0 2.40000000000001
"107" 4 11.5 0 2.40000000000001
"108" 4 12 0 2.59999999999999
"109" 4 12.5 0 3.09999999999999
"110" 4 13 0 3.19999999999999
"111" 4 13.5 0 4.5
"112" 4 14 0 5.20000000000002
"113" 4 14.5 0 5.09999999999999
"114" 4 15 0 3.80000000000001
"115" 4 15.5 0 2.19999999999999
"116" 4 16 0 1.30000000000001
"117" 4 16.5 0 0.899999999999977
"118" 4 17 0 0.700000000000017
"119" 4 17.5 0 0.199999999999989
"120" 4 18 0 0.200000000000017
"121" 5 1.25 0 2.09999999999999
"122" 5 1.5 0 2
"123" 5 1.75 0 2
"124" 5 2 0 1.90000000000001
"125" 5 3 0 7.2
"126" 5 4 0 7.5
"127" 5 5 0 7.19999999999999
"128" 5 6 0 6.60000000000001
"129" 5 7 0 5.09999999999999
"130" 5 8 0 5.90000000000001
"131" 5 8.5 0 3.5
"132" 5 9 0 3.3
"133" 5 9.5 0 2.69999999999999
"134" 5 10 0 3
"135" 5 10.5 0 3.20000000000002
"136" 5 11 0 3.09999999999999
"137" 5 11.5 0 2.80000000000001
"138" 5 12 0 2.59999999999999
"139" 5 12.5 0 2.79999999999998
"140" 5 13 0 3.30000000000001
"141" 5 13.5 0 3.80000000000001
"142" 5 14 0 4.59999999999999
"143" 5 14.5 0 4.69999999999999
"144" 5 15 0 3.40000000000001
"145" 5 15.5 0 1.90000000000001
"146" 5 16 0 1.19999999999999
"147" 5 16.5 0 0.800000000000011
"148" 5 17 0 0.0999999999999943
"149" 5 17.5 0 0
"150" 5 18 0 0
"151" 6 1.25 0 2.3
"152" 6 1.5 0 2
"153" 6 1.75 0 3.30000000000001
"154" 6 2 0 3
"155" 6 3 0 6.59999999999999
"156" 6 4 0 8.40000000000001
"157" 6 5 0 6.8
"158" 6 6 0 6.89999999999999
"159" 6 7 0 5.80000000000001
"160" 6 8 0 5.89999999999999
"161" 6 8.5 0 2.00000000000001
"162" 6 9 0 2.59999999999999
"163" 6 9.5 0 2.59999999999999
"164" 6 10 0 2.30000000000001
"165" 6 10.5 0 2.39999999999998
"166" 6 11 0 2.30000000000001
"167" 6 11.5 0 2.09999999999999
"168" 6 12 0 2.80000000000001
"169" 6 12.5 0 3.09999999999999
"170" 6 13 0 3.40000000000001
"171" 6 13.5 0 3.90000000000001
"172" 6 14 0 4.29999999999998
"173" 6 14.5 0 3.59999999999999
"174" 6 15 0 3.60000000000002
"175" 6 15.5 0 1.29999999999998
"176" 6 16 0 1.40000000000001
"177" 6 16.5 0 0.599999999999994
"178" 6 17 0 0.5
"179" 6 17.5 0 0.599999999999994
"180" 6 18 0 0.600000000000023
"181" 7 1.25 0 3.59999999999999
"182" 7 1.5 0 3.40000000000001
"183" 7 1.75 0 2.59999999999999
"184" 7 2 0 2.2
"185" 7 3 0 9
"186" 7 4 0 8.39999999999999
"187" 7 5 0 7.40000000000001
"188" 7 6 0 8.3
"189" 7 7 0 5.60000000000001
"190" 7 8 0 5.40000000000001
"191" 7 8.5 0 2.59999999999999
"192" 7 9 0 2.79999999999998
"193" 7 9.5 0 2.30000000000001
"194" 7 10 0 2
"195" 7 10.5 0 1.90000000000001
"196" 7 11 0 1.69999999999999
"197" 7 11.5 0 1.80000000000001
"198" 7 12 0 2.09999999999999
"199" 7 12.5 0 2.30000000000001
"200" 7 13 0 2.5
"201" 7 13.5 0 2.5
"202" 7 14 0 3
"203" 7 14.5 0 3.39999999999998
"204" 7 15 0 3.90000000000001
"205" 7 15.5 0 3.40000000000001
"206" 7 16 0 2.40000000000001
"207" 7 16.5 0 1.29999999999998
"208" 7 17 0 0.900000000000006
"209" 7 17.5 0 0.700000000000017
"210" 7 18 0 0.799999999999983
"211" 8 1.25 0 4.90000000000001
"212" 8 1.5 0 4.3
"213" 8 1.75 0 2.8
"214" 8 2 0 2.60000000000001
"215" 8 3 0 8.89999999999999
"216" 8 4 0 9.40000000000001
"217" 8 5 0 6.09999999999999
"218" 8 6 0 6.3
"219" 8 7 0 6.60000000000001
"220" 8 8 0 6.60000000000001
"221" 8 8.5 0 3.09999999999999
"222" 8 9 0 2.90000000000001
"223" 8 9.5 0 3
"224" 8 10 0 3.39999999999998
"225" 8 10.5 0 3.20000000000002
"226" 8 11 0 3.29999999999998
"227" 8 11.5 0 3.30000000000001
"228" 8 12 0 3.69999999999999
"229" 8 12.5 0 4.10000000000002
"230" 8 13 0 4.19999999999999
"231" 8 13.5 0 4.59999999999999
"232" 8 14 0 4.09999999999999
"233" 8 14.5 0 3.20000000000002
"234" 8 15 0 2.40000000000001
"235" 8 15.5 0 1.39999999999998
"236" 8 16 0 1
"237" 8 16.5 0 0.800000000000011
"238" 8 17 0 0.699999999999989
"239" 8 17.5 0 0.300000000000011
"240" 8 18 0 0.199999999999989
"241" 9 1.25 0 5.59999999999999
"242" 9 1.5 0 3.90000000000001
"243" 9 1.75 0 3
"244" 9 2 0 2.09999999999999
"245" 9 3 0 7.3
"246" 9 4 0 5.5
"247" 9 5 0 5.40000000000001
"248" 9 6 0 5.3
"249" 9 7 0 6.7
"250" 9 8 0 5.5
"251" 9 8.5 0 2.2
"252" 9 9 0 2.40000000000001
"253" 9 9.5 0 2.89999999999998
"254" 9 10 0 2.70000000000002
"255" 9 10.5 0 2
"256" 9 11 0 1.69999999999999
"257" 9 11.5 0 1.90000000000001
"258" 9 12 0 2.19999999999999
"259" 9 12.5 0 2.30000000000001
"260" 9 13 0 2.59999999999999
"261" 9 13.5 0 2.90000000000001
"262" 9 14 0 2.80000000000001
"263" 9 14.5 0 3.5
"264" 9 15 0 4
"265" 9 15.5 0 3.79999999999998
"266" 9 16 0 3.09999999999999
"267" 9 16.5 0 2.30000000000001
"268" 9 17 0 0.599999999999994
"269" 9 17.5 0 0.700000000000017
"270" 9 18 0 0.599999999999994
"271" 10 1.25 0 4.5
"272" 10 1.5 0 3.7
"273" 10 1.75 0 2.59999999999999
"274" 10 2 0 1.80000000000001
"275" 10 3 0 9
"276" 10 4 0 10.6
"277" 10 5 0 7.5
"278" 10 6 0 7.3
"279" 10 7 0 5.3
"280" 10 8 0 7.30000000000001
"281" 10 8.5 0 3.09999999999999
"282" 10 9 0 3
"283" 10 9.5 0 3
"284" 10 10 0 3
"285" 10 10.5 0 3.09999999999999
"286" 10 11 0 3.20000000000002
"287" 10 11.5 0 3.69999999999999
"288" 10 12 0 4.09999999999999
"289" 10 12.5 0 4.59999999999999
"290" 10 13 0 5.10000000000002
"291" 10 13.5 0 4.5
"292" 10 14 0 3.09999999999999
"293" 10 14.5 0 2.29999999999998
"294" 10 15 0 1.40000000000001
"295" 10 15.5 0 1
"296" 10 16 0 0.5
"297" 10 16.5 0 0.300000000000011
"298" 10 17 0 0.400000000000006
"299" 10 17.5 0 0.399999999999977
"300" 10 18 0 0.200000000000017
"301" 11 1.25 0 3
"302" 11 1.5 0 4.19999999999999
"303" 11 1.75 0 4.40000000000001
"304" 11 2 0 2.09999999999999
"305" 11 3 0 6
"306" 11 4 0 8.2
"307" 11 5 0 7.2
"308" 11 6 0 6.59999999999999
"309" 11 7 0 6.2
"310" 11 8 0 5.50000000000001
"311" 11 8.5 0 2.79999999999998
"312" 11 9 0 2.70000000000002
"313" 11 9.5 0 2.89999999999998
"314" 11 10 0 3
"315" 11 10.5 0 2.5
"316" 11 11 0 2.40000000000001
"317" 11 11.5 0 2.09999999999999
"318" 11 12 0 1.80000000000001
"319" 11 12.5 0 1.90000000000001
"320" 11 13 0 1.59999999999999
"321" 11 13.5 0 4.90000000000001
"322" 11 14 0 2.79999999999998
"323" 11 14.5 0 3.40000000000001
"324" 11 15 0 4.5
"325" 11 15.5 0 4.40000000000001
"326" 11 16 0 2.59999999999999
"327" 11 16.5 0 2
"328" 11 17 0 1
"329" 11 17.5 0 0.599999999999994
"330" 11 18 0 1.40000000000001
"331" 12 1.25 0 2.10000000000001
"332" 12 1.5 0 2.59999999999999
"333" 12 1.75 0 2.5
"334" 12 2 0 3.40000000000001
"335" 12 3 0 7.09999999999999
"336" 12 4 0 6.5
"337" 12 5 0 6.8
"338" 12 6 0 7
"339" 12 7 0 7.30000000000001
"340" 12 8 0 6.90000000000001
"341" 12 8.5 0 2.59999999999999
"342" 12 9 0 3.5
"343" 12 9.5 0 3.29999999999998
"344" 12 10 0 2.80000000000001
"345" 12 10.5 0 3
"346" 12 11 0 2.80000000000001
"347" 12 11.5 0 3
"348" 12 12 0 3.19999999999999
"349" 12 12.5 0 3.5
"350" 12 13 0 3.80000000000001
"351" 12 13.5 0 4.29999999999998
"352" 12 14 0 4.70000000000002
"353" 12 14.5 0 4.5
"354" 12 15 0 3.29999999999998
"355" 12 15.5 0 2.5
"356" 12 16 0 1.5
"357" 12 16.5 0 1.40000000000001
"358" 12 17 0 0.5
"359" 12 17.5 0 0.599999999999994
"360" 12 18 0 0.400000000000006
"361" 13 1.25 0 3.8
"362" 13 1.5 0 3.2
"363" 13 1.75 0 1.40000000000001
"364" 13 2 0 0.699999999999989
"365" 13 3 0 9.10000000000001
"366" 13 4 0 7.8
"367" 13 5 0 7
"368" 13 6 0 6.3
"369" 13 7 0 6.8
"370" 13 8 0 5.90000000000001
"371" 13 8.5 0 3.59999999999999
"372" 13 9 0 3.20000000000002
"373" 13 9.5 0 2.79999999999998
"374" 13 10 0 2.59999999999999
"375" 13 10.5 0 2.60000000000002
"376" 13 11 0 2.59999999999999
"377" 13 11.5 0 2.40000000000001
"378" 13 12 0 2.09999999999999
"379" 13 12.5 0 2.19999999999999
"380" 13 13 0 4.09999999999999
"381" 13 13.5 0 5.10000000000002
"382" 13 14 0 4.79999999999998
"383" 13 14.5 0 4.90000000000001
"384" 13 15 0 2.19999999999999
"385" 13 15.5 0 2.20000000000002
"386" 13 16 0 1.79999999999998
