"mu_xi_girls[1]" "mu_xi_girls[2]" "mu_xi_girls[3]" "mu_xi_girls[4]" "mu_xi_girls[5]" "mu_xi_girls[6]" "mu_xi_girls[7]" "mu_xi_girls[8]" "mu_xi_girls[9]" "mu_xi_girls[10]" "mu_xi_girls[11]" "mu_xi_girls[12]" "mu_xi_girls[13]" "mu_xi_girls[14]" "mu_xi_girls[15]" "mu_xi_girls[16]" "mu_xi_girls[17]" "mu_xi_girls[18]" "mu_xi_girls[19]" "mu_xi_girls[20]" "mu_xi_girls[21]" "mu_xi_girls[22]" "mu_xi_girls[23]" "mu_xi_girls[24]" "mu_xi_girls[25]" "mu_xi_girls[26]" "mu_xi_girls[27]"
"1" -0.165050768254942 0.658261830897572 1.4218761835653 -1.24461942849905 -1.72898495399093 -1.28572425246039 0.82290059840849 2.80868014429294 0.962090310860567 0.337821950409364 -2.815043997838 0.638522908047648 0.545905650817986 -1.51476911389688 -0.246109063580878 -0.573454551386661 0.0086118176911168 -0.529966333837024 1.82211600405247 0.511832127029067 -1.59922796087757 1.46816326369642 -0.0215567759986025 0.123789817632526 2.22084099046379 -0.274194892001581 -1.92136286984442
"2" 6.98290083810797 2.79865406331083 1.74931047425458 0.655907585716209 7.25163806055332 8.62268429317127 11.1939760786583 10.1910328335926 8.24803614711176 9.69238625270601 0.98878817152249 3.82870653351439 6.24872780780034 -1.84373078421952 6.92438500793577 1.33907733081063 1.1705515698952 1.96911020980777 9.67083175078028 1.40414869048717 0.407328151701905 0.540967180749928 -0.56705704636131 -0.208352930259276 1.64236456102245 0.298756366989861 -0.536287134995553
"3" 11.1164860865411 3.90171618636992 -0.820786981579701 -2.63032205090333 13.373843498876 10.8359949328351 9.1206197491502 6.95453914732242 6.32212689107863 13.7788321647936 2.71913583871068 2.57098401843683 8.37458755647815 -4.55958180360614 5.87842516561646 1.18759602326047 -0.653030651768412 5.17093389873587 12.1718915465916 1.87581981298705 -4.29543527132844 -0.0798305018192191 4.32414452280726 -1.87217928913676 0.291954057086632 0.952688646723908 0.16890697283285
"4" 14.4225471205062 3.52697331297551 -2.06519663393756 -3.62848301624396 14.0460664401825 12.2463665490978 12.8818686225299 1.37509436788001 5.96257858837394 12.182335994812 2.85447396146285 7.46091330096512 7.23743527102248 -4.53897867935273 2.46687486230867 1.30022900997873 1.57038185666803 7.00665183497197 9.61457111046516 1.11554491724274 -0.609548993683061 -3.55830048934785 5.39190545761957 -1.36952227203308 -0.0231254445848513 0.474958089056699 0.0427032882852459
"5" 23.077807017073 2.76152019012817 -5.22032506287503 -5.54175718283553 18.2233758888475 15.6141852551788 9.74383912649118 -1.33711111355965 4.7852074946802 14.3696887590254 6.11558917504614 9.19200200150988 7.12619437639342 -9.38642028283963 0.142557143555471 5.51350743908233 4.29674525738812 6.40553361392158 5.19029800615799 4.87865435928754 0.88631472281516 -6.79114826795882 6.18504428714962 -2.90827904962795 2.78824093952863 -1.0713914688942 0.0950651875229133
"6" 23.1930335861544 6.81633322165982 -9.1165973488786 -7.28338893442101 19.7436072525161 19.2188327594894 10.5347745637197 -4.11463424205083 1.58565422626799 15.7635459489304 7.51350688529237 10.4567495469304 9.04691400064492 -14.6886415859183 -0.255129769754698 6.3279630833578 7.80835834908401 7.13838290970251 2.67141867250589 3.42260760389119 2.70042478242697 -7.12332139273875 6.93875657829768 -2.31100773087534 0.0238271245936581 0.250594635595103 0.246889340599546
"7" 21.5587952124316 9.62758308481706 -11.7340347866964 -9.10900909829997 23.5767121818755 19.6677450097355 10.174331588513 -7.29929282410479 -1.13248953969755 16.3921636978856 12.2329819885462 11.4282310127698 7.81927670014789 -17.0931069122099 -1.24298898077493 4.18257564618185 12.9382682630329 8.73728583847037 0.234817356483341 0.477960095074447 3.99854645196205 -7.47729480571451 6.96511770770649 -3.30298784421308 2.4235137258747 -0.880664566277141 0.325980635209356
"8" 21.9752856483469 10.1784283955192 -11.8916719707766 -9.71206005579796 24.2343660438195 20.6632370875753 9.08853326621149 -8.61846849728475 0.446070190136057 17.6921297126108 13.0480934465833 11.1994309561964 7.22055577886433 -19.6521209574365 -0.761762577391555 4.01284297164757 14.9484772954655 8.71776119102086 -0.707509652195336 -0.302694367705542 2.91223740062934 -2.78118251664165 4.86893546391505 -4.21876441968446 2.83497192737718 -0.604040503522448 0.00983632856885142
"9" 23.926511634514 9.93284722989816 -12.5226290927923 -9.44707554190103 23.7950509893491 20.6198363851792 9.86292415201159 -9.70473821195127 0.0837956205593338 18.4235768166754 14.1473037638475 8.60861276958219 8.3690355908248 -19.1710339026523 0.205305607349728 3.10521867996627 14.4843931633867 9.74299172013244 -1.43008454306522 -0.354024350931235 1.46672504796272 -1.68384913025232 6.64657874647894 -3.25905919092395 0.00645153618449039 0.694354728180249 0.162661571219846
"10" 25.8639408480208 11.3669292764153 -11.7513343516578 -14.004983626895 26.2064925882726 23.1376703332904 7.9923802761702 -11.7850851058341 0.0956370157200856 19.0935656258853 14.2589152196146 10.4004952916903 8.73327179275373 -20.4177262819092 0.268949855883103 3.12908298034881 13.4091176453785 12.5195295868822 -2.49655279580927 -1.45344977565812 1.41762715759184 -1.35441355970505 5.8309277266684 -3.13811640677597 0.0036181445485628 0.652514614774644 0.129795129810541
