"mu_xi_girls[1]" "mu_xi_girls[2]" "mu_xi_girls[3]" "mu_xi_girls[4]" "mu_xi_girls[5]" "mu_xi_girls[6]" "mu_xi_girls[7]" "mu_xi_girls[8]" "mu_xi_girls[9]" "mu_xi_girls[10]" "mu_xi_girls[11]" "mu_xi_girls[12]" "mu_xi_girls[13]" "mu_xi_girls[14]" "mu_xi_girls[15]" "mu_xi_girls[16]"
"1" -1.22953310257078 -0.368799008900163 1.49015544862022 2.45661086103192 -1.32100920275297 0.773118774468836 3.20995725682316 0.600549641255953 -1.98972487153928 1.74669230281898 1.04791789271211 0.798479965470342 1.78541029106826 2.92243995859234 -0.811198898592321 -0.743668510607324
"2" 5.73817682389857 -2.31496130282451 5.36011869483502 12.8684371803977 6.85942935195114 14.3377016610627 6.60644347296922 -4.89090718617049 0.466784587028371 4.51460999861302 10.5128010170959 -0.146479288707536 0.706110979603801 -1.28555243610573 0.558175575002 0.0372850312216204
"3" 8.07854921642783 -4.20750364903779 5.15840473888057 13.6374308513943 7.07186870150045 15.2017582145634 4.8155700194685 -6.30282020378759 1.86555670788958 4.51543710278515 12.0592523421644 -2.17945565211215 0.712706727817098 -0.948478568540788 0.237453983663699 0.349970975192869
"4" 9.93489438761984 -5.64603800220555 5.07609083564382 15.4144395481087 6.41703778463921 15.7839665026696 4.96341291867476 -7.83998553268037 1.57085483918866 5.32982963370247 13.2581623498106 -4.62725010461189 1.41410660951337 -0.44747383823278 0.815245923538694 -0.0862249878479842
"5" 10.4544782545477 -6.12525485415926 5.49182366978704 15.518749978739 5.95491224989427 14.0591428379721 8.63591961043991 -8.48460969363967 0.617416916981146 6.05225170594393 13.1936089532378 -4.32778724585953 1.04236386878608 0.201598149287694 0.283177321061075 0.2824813156807
"6" 11.3259457449603 -6.50560312159424 5.06076545717557 15.630770317291 6.38605588105753 12.5361991747194 8.306240118773 -6.70219243172566 1.01533945082514 3.6304249142545 14.5656716828706 -2.99851377580307 -0.111437954115748 0.59821639166218 -0.0541860720729867 0.346359771658675
"7" 11.7221625412811 -8.62982426427432 6.91236482939674 16.690606608249 4.38290006140085 12.7296657374254 7.97427173039508 -3.69639984560572 -2.20902273065737 1.54656697510058 18.0724638972711 -2.88887068590468 -2.34805046108122 1.42834522340961 0.628437935408727 0.0779323875642456
"8" 12.6891446786526 -9.55625385399383 6.49903834763351 19.3339402276522 1.98261548976617 10.5418615651738 10.8497147280249 -2.09799375811622 -4.60195703720535 0.668874894450946 18.6762949774818 -2.83664731942502 -2.71488572753829 1.47003867988299 0.151968978969376 0.355573420216447
"9" 12.8598757151606 -8.44361745700527 4.30655886207375 20.2726663678439 3.31498059498019 8.69636945949535 10.9626651094123 -1.70732326477447 -4.09666975735278 0.0632996766395822 18.115098917815 -2.07110408373571 -2.6554516728166 1.68418824137328 0.328819957157446 0.14553031786913
"10" 13.5623869075113 -10.6317917889033 7.06053173706207 19.1599286329916 3.89504941809371 8.5417955532411 11.7343068732268 -2.72221325629879 -2.99240396035584 -0.846484360133746 19.1970534358611 -0.332686080825973 -4.51117186640183 1.82277302809746 0.693407090922045 0.0130777556926697
"11" 13.8772483067756 -10.7922615821683 6.30837832066272 19.047708572563 4.35105333895563 9.32062768162414 10.0021602946415 -3.02471897350034 -2.43802323174022 0.449871908432132 17.3514054278428 -0.514651086150738 -4.37122218366708 2.39249536823899 0.300866391420086 0.338929416006133
"12" 15.1497739491661 -12.7252620297274 7.93801516535059 18.4226219565793 4.44163574491895 8.63283075663448 11.3156332074686 -3.36273647779538 -4.10026973695377 0.516740345788972 19.0774993604862 -1.16358957033521 -3.90122034659774 2.08312840552454 -0.121744179807354 0.425524579831624
"13" 16.8871285808584 -13.8059119395868 7.9430322573189 19.8439518027787 2.91386242861262 7.48756259931016 12.7524265759049 -0.631600753606285 -5.40238546791587 -0.141305938969255 20.3668811033503 -2.14380616234966 -3.24160569281379 1.88116435512322 0.565717509866795 -0.0741596439469803
"14" 18.0942042558284 -15.2881781813477 8.43137014879763 20.7186238414328 2.32879647867991 7.07119699659487 12.8834009061877 -1.73954658831277 -4.07821640455155 -0.222414719560067 19.4012770659511 -2.92347304909908 -2.88899883934233 1.53743588974832 1.09124307157649 0.2855833517631
"15" 19.4197764343076 -17.1148333817063 11.1280442233815 20.1023045807307 1.16491398207846 6.04137419879611 15.0031184181902 -1.24663324128877 -4.76908165657573 -1.39937591230307 20.9877553592323 -4.52327455703757 -2.16591593518686 2.96651660233444 -0.531646217237027 0.102225996621411
"16" 18.8267557047306 -16.9649842114146 11.1863340450118 20.5665652031255 1.92549593598647 5.58535667788758 15.2026751080921 0.217153415249517 -6.83841859106195 -1.25399659802782 21.0828385355198 -3.96794362371061 -1.7965981711146 1.28002539991974 0.483729987351648 0.217881931295807
"17" 19.7477766862661 -18.202113626105 10.106765329086 23.064915711622 -0.513765744226684 5.60572636628788 15.3609159912949 -0.27931917848725 -8.01611370725246 -0.254013294430145 22.9783558846827 -3.76111553487922 -4.585012354665 3.02256230371728 0.0963905882621889 0.238616680693461
"18" 20.9501259207454 -18.1354638736373 9.30184817116941 23.4706652610443 0.0180061105316833 6.14063373294365 16.541323056988 -1.29204949662224 -8.01603128457716 0.266135854813254 23.2880047255051 -4.27465256893135 -4.12724739358975 2.07476588429304 0.239855472781263 0.00176636582516759
"19" 20.9498606459376 -17.9042968103567 9.46634497081259 22.5350043513079 1.25128017054212 4.32863007233817 17.7057994191859 -1.95149498445432 -8.55240027002647 1.62912640195398 21.4204581058663 -3.79491098911859 -3.27258043494562 2.78913330505946 -0.285644177980222 0.0245136181994258
"20" 21.3874771805611 -19.8459093870985 10.7193663245412 23.5884995217414 -0.573540594775474 5.11391677314439 17.1554921784403 -1.54690611223602 -9.9493253764153 2.6216297830895 21.1757173861722 -4.712312888691 -3.71581763328392 3.7392625154186 -0.613804272951579 0.444951986087636
"21" 22.2246300416407 -20.5286718165599 10.3107617388451 25.2305967673772 -1.10194953165838 4.49768143532577 18.1943683619897 -1.76319867144996 -9.68249178397393 3.40962361931097 20.3084222585668 -3.31229926805073 -4.03836326345026 2.69766202277337 -0.227798605807855 0.119669193361998
"22" 22.668145869414 -19.6717138986821 8.97869466534163 26.466949230756 -2.89761359644031 3.87411627890716 20.0389914351473 -2.16883092329988 -9.7605133910694 3.38116719604545 20.2700196661573 -4.13769848953345 -4.57265200115523 3.56746663507005 -0.237812993817666 0.118330924296435
"23" 23.1611492530342 -18.9701171080937 5.99823841308468 28.0761740788906 -0.794980200895665 2.44949887851422 20.6527608084916 -2.61933897505247 -11.6496718512807 4.95281235876512 21.688378785699 -5.98156231062999 -2.86085899543676 3.85399252871103 -1.0497200810398 -0.0632161572166183
"24" 22.3758848713695 -20.2455000185868 8.05170445138089 28.6015097676934 -2.33353449664491 0.43458821555277 22.3598454751294 -2.8679146661325 -10.0046286383918 3.64535020560726 21.5067495419654 -5.94750741036883 -3.0782231523176 3.55012788827855 -0.525807963829019 0.266640306635391
"25" 25.5169318874864 -20.2327310027378 4.7278375892882 30.1409298884775 -1.71523230536338 0.250369884085046 22.4429259485847 -2.26394300801499 -11.4745532456994 4.7179308480887 21.8912477775389 -6.69376493740153 -3.36463188155222 4.3104171058318 -0.652446783323491 0.15168753378342
"26" 24.7333049337893 -21.0967249670404 7.0081096924241 29.3466090447928 -1.30987037256541 -1.84462088600078 23.8215631313759 -0.692388317862139 -11.4829718342308 1.56303250976173 22.5270684695409 -4.36036193597086 -3.580912057251 2.85264540405907 -0.423005269393426 0.397115514392521
"27" 25.7616450385728 -22.8000234735092 8.37855635789005 30.5672729334479 -2.30061623185699 -1.93325071434224 24.5399710603394 -2.92883353539317 -11.5879502815037 5.23855887728867 20.360753880607 -5.63444836911198 -2.47525506673265 3.37818736034713 -0.869836408725868 0.120694056763854
"28" 25.9010299436648 -23.1914494738234 10.0926739593503 27.5475871327683 -1.94045264494415 -0.782947677396352 25.4957126150088 -3.92715084323093 -11.1777988497162 4.71555404751571 20.1252616309224 -4.35864554863443 -5.37860074107043 5.02478210488348 -0.2446744208387 -0.00208497072933275
"29" 23.6554204289884 -22.3026892842402 10.6277206823874 25.7234550199786 -0.475822516826051 -1.12521531444805 26.464274326952 -4.30553186390424 -11.2378457852388 1.21378680786547 21.3645064254438 -0.563437020059077 -5.83093029877629 3.53027562324386 -0.459448794648538 0.166571523476685
"30" 24.6098974184409 -22.9447186389593 11.3177706290286 25.7109895930663 -1.91225331578567 0.466752066448277 25.0413075639225 -2.94366772340916 -11.872686302333 1.83778816476063 22.2641884830246 -2.83629743503762 -3.69178823898826 2.67058214122919 -0.364136943311717 0.247998596399365
"31" 25.9599254984527 -23.1095510868791 9.72291309224298 27.7461897027315 -4.0274786411049 3.08872517553157 22.6699985273555 -3.44480363279925 -12.8385782155 6.2185398001255 21.383283928178 -5.41791777727588 -4.62548254703678 4.84656242953555 -0.403788449067277 0.214953404334728
"32" 26.7683832378935 -24.6830806213394 10.9957611057173 29.0779405460966 -6.02729639789031 3.53751242086998 21.1791462454071 1.55923161215401 -15.5328542728631 2.76721338562711 22.928662370036 -2.75288436125729 -5.31436191203696 4.60163333402416 -1.23899715401171 0.419255870431066
"33" 28.7231462684205 -24.6877940304923 8.51190545197001 30.4944149798847 -5.11294208289249 3.2042485442405 21.2898778186938 -1.00468653944439 -14.509525740276 6.0280747167593 23.3002281170156 -6.82207086837865 -5.65935736818191 5.3416423631351 -1.12103908408186 0.0772748215965149
"34" 26.8660302337677 -24.51934531632 10.6327205914158 29.4637901027005 -4.54158994602097 1.79849668631683 23.4155776265257 -1.1149259907529 -15.1441811092208 4.61701095695987 24.1862581041392 -5.08951377776269 -6.65578360635737 4.73500949362804 -0.804339102435816 0.384152305711288
"35" 27.2131357351411 -24.8147738511044 10.4869091607608 29.9329800644343 -6.37989337824416 2.48348187292146 21.9316476882754 0.953509010457569 -15.886457692656 4.15697384388409 24.3458716713269 -5.68780170476108 -6.20111888173604 5.70187801033 -1.59960878935668 0.203500139790625
"36" 26.9856706213563 -25.7126729901131 13.1564615962854 27.7500651075424 -5.33813291819588 3.36057851035542 22.4973428329582 -0.543301103315696 -14.5010885549235 2.64583758824195 23.663490166395 -4.02743140301678 -6.83094370780348 6.26647489420012 -1.48164136275016 0.222165867592696
"37" 28.0904809060211 -25.8542718368629 12.07454380313 27.9458042871243 -4.23768781004225 2.50141758410891 22.2733322182867 -1.49690553580289 -13.0370122266077 3.21197932922548 24.4431269040376 -5.07694245282954 -7.78634719032717 7.19442411192511 -2.12857786085988 0.652270551151252
"38" 27.9876052905276 -25.5207571273895 9.29156389749613 32.0053498874612 -7.01800650954514 1.08936958746635 23.6651628896121 -0.306021053545216 -14.1695829753052 4.39915541689911 21.7915995321643 -3.41186021745705 -6.7561437045474 6.01095408772989 -1.41472740431806 0.130335008169028
"39" 28.0761564589926 -25.154652218715 8.9885372032492 32.1428936422303 -6.30988969809566 1.50619444991204 23.6618087292639 -1.5383848941278 -14.1139843033731 2.81222215298674 23.4923316006265 -1.06208464538547 -8.24150531383076 5.91051156007397 -1.43790855708862 0.293912014049686
"40" 27.3034262527726 -25.4191177158549 10.0867208142038 31.1170789064678 -5.66089176011575 0.303354548902515 24.0018873257401 -1.54833516514079 -12.8251883506383 3.90059294351992 21.7791285874328 -2.92478005409211 -7.8999981386184 7.60772011418521 -2.32167422745273 0.433706946213158
"41" 29.2157694090697 -26.743121305593 10.460277454618 31.4479334815728 -5.06508079598179 0.929970020872627 23.5330110820706 -2.01091059916232 -12.2488270382646 3.61686948506831 20.7275266516445 -1.4023338298934 -9.73446881938457 7.49929132532456 -1.13167625688817 0.0808899292293137
"42" 28.0472844701094 -25.7597973617965 9.95131704202161 32.2973944291682 -6.384818584243 1.03931351570449 22.1875351798936 -1.60237397573683 -10.5258534054728 3.00250993252873 21.477690457703 -3.05494814015752 -8.81155842155695 7.15978435724184 -1.19718105450317 0.388794108478863
"43" 26.5405218836307 -25.7435987588759 11.6677591181169 30.7272986492553 -6.86105497943873 1.41879748612625 23.6817563808999 -1.95088188935115 -10.00189673897 0.475209350005349 20.4077017944294 2.04102590296146 -10.0128462406921 5.18401528311074 -0.203044576697507 0.150222097036967
"44" 28.5288481914812 -26.5742410032267 10.4630852056665 32.2160153809821 -8.02518144956057 2.65576678529334 23.2490384591489 -0.814701635870426 -12.0481021128173 -0.555712335686118 22.5224127833249 2.8058115845938 -10.7736162257008 5.29293083424354 -0.396824518619431 0.152637716907187
"45" 28.1658911583525 -26.8177716102914 10.575575634876 34.1964902655558 -9.24339890211576 1.39680923381975 24.2231866954861 -0.661790893284791 -11.8100514411722 -0.276706457911966 23.1317921469009 2.22564740715952 -12.7563554517896 7.37706788006113 -1.07958224575355 0.188672961474565
"46" 30.1983638213544 -26.6682850126335 7.3220579699924 37.2384899165602 -9.42323605066773 1.05160000811403 22.383255901495 0.33836276609047 -10.833080371176 -0.0934041084540586 22.9582475664209 0.0169805863666236 -10.3931691621102 6.57171388864316 -1.17627840685726 0.119837236571833
"47" 31.0641704040673 -27.5304129493978 8.06839346053832 35.6409231227263 -8.85194415526898 0.0530456887967077 23.2143929554731 2.54735588424497 -13.1627937918366 -1.22869925801752 22.8353612089715 -0.575671592852986 -8.80725476696013 6.6163498386885 -1.07209420003073 0.294111941417785
"48" 30.836987885238 -26.192603438105 6.055594460079 37.1021733676521 -8.17962210033858 -0.00393526082190585 22.5081116365443 1.78277331472526 -13.719249324169 1.21576894653835 23.0337715473276 -1.13385842680503 -8.96568255074254 6.25911293594592 -1.08287287701363 0.124759651009852
"49" 29.3345890614246 -24.4272079005635 5.06519251566599 36.8069660395375 -7.81691754112518 0.464113488954573 21.1330445813215 2.12284588303751 -12.9123518846661 0.561993230820862 24.8607122095209 -2.56492295967211 -10.4477972960538 8.04333205396546 -1.63960982280738 0.230576593936168
"50" 30.6930985767944 -26.5559051138543 5.62004733644041 38.3778886281854 -7.55972668847667 -1.85465039665009 22.5216878560546 2.63991133811896 -11.8994545670653 -1.00883854581058 23.3671782470218 -0.420170910054409 -10.9949228760129 7.90264922056904 -1.58269838707634 0.0850413644917334
"51" 30.6325072711545 -26.3435907740603 5.98424971695137 39.1639417627992 -9.34641913491557 -1.66217350933881 24.278755894099 2.59872827511762 -14.3903088293062 -0.528342007949773 22.9676654587221 2.50665255412189 -12.4966037508209 6.54728638753317 -0.739868648168766 0.1059148875937
"52" 30.1150639142229 -25.6846178343117 5.58442119045913 38.6692001579036 -9.03060179839989 -1.34701875877394 22.8715470934224 5.1065658783978 -14.9510326436449 -0.293215888985447 20.3943221954506 3.09434340756095 -10.7897667387012 6.78870041634873 -1.01616223996745 0.32049322031486
"53" 27.737010692908 -25.6887683292923 7.17696059262857 37.8400504708878 -8.13315468098986 -1.65233864931518 20.5712080506858 6.51340170350912 -15.3859308214597 2.09905965744672 18.8808316076776 1.62843487891485 -9.78390562871839 7.33110740226677 -1.24962881696777 0.241115557917156
"54" 29.7306080811874 -26.7363068869089 6.54561065518853 38.3789667405364 -8.85153998732413 -1.80674635987964 22.795720427362 5.07104798471025 -16.1911641689131 1.19225048195125 21.4190587057912 2.79900388189875 -10.9282273829646 5.94470134387227 -0.908994572668563 0.384363369832743
"55" 29.8858101040659 -26.1292142660713 6.62832211122551 37.7486799936605 -9.00976146491268 -1.10569049022066 23.5317910010968 4.00910852326141 -15.8915825005865 1.69811721336595 21.7892997319539 0.350874775509988 -8.62053600122179 5.21217133429023 -0.790853598064911 0.504995959651355
"56" 29.1829469067483 -26.3686352455844 8.0051232313516 37.1107982509114 -8.46607646122305 0.018131591456947 20.445804960826 3.90268719063677 -14.2114103048157 3.52134580766063 21.0272679204109 -3.00515824460633 -7.40044155498627 6.28151066251645 -1.59159300719845 0.242517783452888
"57" 28.7929586148358 -26.4701201108858 8.44052108199956 36.9171352213923 -9.85281070164685 1.75946275233333 21.0886209158623 3.21956215027635 -15.3986425148353 3.10637236394027 21.8674051166768 -0.892593320350877 -7.74313601444024 3.90823688044438 -0.177671092652026 0.206497719942217
